<?php
/**
 * Created by M. Muflikh Kholidin, S.Kom
 * Scala and Web Developer
 *
 * muflic.24@gmail.com
 *
 * https://github.com/mufl1c
 * https://bitbucket.org/mufl1c
 */
TTN,Kabupaten Aceh Selatan,ID-AC,Nanggroe Aceh Darussalam
KTN,Kabupaten Aceh Tenggara,ID-AC,Nanggroe Aceh Darussalam
LGS,Kabupaten Aceh Timur,ID-AC,Nanggroe Aceh Darussalam
TKN,Kabupaten Aceh Tengah,ID-AC,Nanggroe Aceh Darussalam
MBO,Kabupaten Aceh Barat,ID-AC,Nanggroe Aceh Darussalam
JTH,Kabupaten Aceh Besar,ID-AC,Nanggroe Aceh Darussalam
SGI,Kabupaten Pidie,ID-AC,Nanggroe Aceh Darussalam
LSK,Kabupaten Aceh Utara,ID-AC,Nanggroe Aceh Darussalam
SNB,Kabupaten Simeulue,ID-AC,Nanggroe Aceh Darussalam
SKL,Kabupaten Aceh Singkil,ID-AC,Nanggroe Aceh Darussalam
BIR,Kabupaten Bireuen,ID-AC,Nanggroe Aceh Darussalam
BPD,Kabupaten Aceh Barat Daya,ID-AC,Nanggroe Aceh Darussalam
BKJ,Kabupaten Gayo Lues,ID-AC,Nanggroe Aceh Darussalam
CAG,Kabupaten Aceh Jaya,ID-AC,Nanggroe Aceh Darussalam
SKM,Kabupaten Nagan Raya,ID-AC,Nanggroe Aceh Darussalam
KRB,Kabupaten Aceh Tamiang,ID-AC,Nanggroe Aceh Darussalam
STR,Kabupaten Bener Meriah,ID-AC,Nanggroe Aceh Darussalam
MRN,Kabupaten Pidie Jaya,ID-AC,Nanggroe Aceh Darussalam
BNA,Kota Banda Aceh,ID-AC,Nanggroe Aceh Darussalam
SAB,Kota Sabang,ID-AC,Nanggroe Aceh Darussalam
LSM,Kota Lhokseumawe,ID-AC,Nanggroe Aceh Darussalam
LGS,Kota Langsa,ID-AC,Nanggroe Aceh Darussalam
SUS,Kota Subulussalam,ID-AC,Nanggroe Aceh Darussalam
SBG,Kabupaten Tapanuli Tengah,ID-SU,Sumatera Utara
TRT,Kabupaten Tapanuli Utara,ID-SU,Sumatera Utara
PSP,Kabupaten Tapanuli Selatan,ID-SU,Sumatera Utara
GST,Kabupaten Nias,ID-SU,Sumatera Utara
STB,Kabupaten Langkat,ID-SU,Sumatera Utara
KBJ,Kabupaten Karo,ID-SU,Sumatera Utara
LBP,Kabupaten Deli Serdang,ID-SU,Sumatera Utara
PMS,Kabupaten  Simalungun,ID-SU,Sumatera Utara
KIS,Kabupaten Asahan,ID-SU,Sumatera Utara
RAP,Kabupaten  Labuhanbatu,ID-SU,Sumatera Utara
SDK,Kabupaten Dairi,ID-SU,Sumatera Utara
BLG,Kabupaten Toba Samosir,ID-SU,Sumatera Utara
PYB,Kabupaten Mandailing Natal,ID-SU,Sumatera Utara
TLD,Kabupaten Nias Selatan,ID-SU,Sumatera Utara
SAL,Kabupaten Pakpak Bharat,ID-SU,Sumatera Utara
DLS,Kabupaten Humbang Hasundutan,ID-SU,Sumatera Utara
PRR,Kabupaten Samosir,ID-SU,Sumatera Utara
SRH,Kabupaten Serdang Bedagai,ID-SU,Sumatera Utara
LMP,Kabupaten Batu Bara,ID-SU,Sumatera Utara
GNT,Kabupaten Padang Lawas Utara,ID-SU,Sumatera Utara
SBH,Kabupaten Padang Lawas,ID-SU,Sumatera Utara
KPI,Kabupaten Labuhanbatu Selatan,ID-SU,Sumatera Utara
AKK,Kabupaten Labuhanbatu Utara,ID-SU,Sumatera Utara
LTU,Kabupaten Nias Utara,ID-SU,Sumatera Utara
LHM,Kabupaten Nias Barat,ID-SU,Sumatera Utara
MDN,Kota Medan,ID-SU,Sumatera Utara
PMS,Kota Pematangsiantar,ID-SU,Sumatera Utara
SBG,Kota Sibolga,ID-SU,Sumatera Utara
TJB,Kota Tanjung Balai,ID-SU,Sumatera Utara
BNJ,Kota Binjai,ID-SU,Sumatera Utara
TBT,Kota Tebing Tinggi,ID-SU,Sumatera Utara
PSP,Kota Padang Sidempuan,ID-SU,Sumatera Utara
GST,Kota Gunungsitoli,ID-SU,Sumatera Utara
PNN,Kabupaten Pesisir Selatan,ID-SB,Sumatera Barat
ARS,Kabupaten Solok,ID-SB,Sumatera Barat
MRJ,Kabupaten Sijunjung,ID-SB,Sumatera Barat
BSK,Kabupaten Tanah Datar,ID-SB,Sumatera Barat
NPM,Kabupaten Padang Pariaman,ID-SB,Sumatera Barat
LBB,Kabupaten Agam,ID-SB,Sumatera Barat
SRK,Kabupaten Lima Puluh Kota,ID-SB,Sumatera Barat
LBS,Kabupaten Pasaman,ID-SB,Sumatera Barat
TPT,Kabupaten Kepulauan Mentawai,ID-SB,Sumatera Barat
PLJ,Kabupaten  Dharmasraya,ID-SB,Sumatera Barat
PDA,Kabupaten Solok Selatan,ID-SB,Sumatera Barat
SPE,Kabupaten Pasaman Barat,ID-SB,Sumatera Barat
PAD,Kota Padang,ID-SB,Sumatera Barat
SLK,Kota Solok,ID-SB,Sumatera Barat
SWL,Kota Sawahlunto,ID-SB,Sumatera Barat
PDP,Kota Padang Panjang,ID-SB,Sumatera Barat
BKT,Kota Bukittinggi,ID-SB,Sumatera Barat
PYH,Kota Payakumbuh,ID-SB,Sumatera Barat
PMN,Kota Pariaman,ID-SB,Sumatera Barat
BKN,Kabupaten Kampar,ID-RI,Riau
RGT,Kabupaten Indragiri Hulu,ID-RI,Riau
BLS,Kabupaten Bengkalis,ID-RI,Riau
TBH,Kabupaten Indragiri Hilir,ID-RI,Riau
PKK,Kabupaten Pelalawan,ID-RI,Riau
PRP,Kabupaten Rokan Hulu,ID-RI,Riau
UJT,Kabupaten Rokan Hilir,ID-RI,Riau
SAK,Kabupaten Siak,ID-RI,Riau
TLK,Kabupaten Kuantan Singingi,ID-RI,Riau
TTG,Kabupaten Kepulauan Meranti,ID-RI,Riau
PBR,Kota Pekanbaru,ID-RI,Riau
DUM,Kota Dumai,ID-RI,Riau
SPN,Kabupaten Kerinci,ID-JA,Jambi
BKO,Kabupaten Merangin,ID-JA,Jambi
SRL,Kabupaten  Sarolangun,ID-JA,Jambi
MBN,Kabupaten Batanghari,ID-JA,Jambi
SNT,Kabupaten Muaro Jambi,ID-JA,Jambi
KLT,Kabupaten Tanjung Jabung Barat,ID-JA,Jambi
MSK,Kabupaten Tanjung Jabung Timur,ID-JA,Jambi
MRB,Kabupaten Bungo,ID-JA,Jambi
MRT,Kabupaten Tebo,ID-JA,Jambi
JMB,Kota Jambi,ID-JA,Jambi
SPN,Kota Sungai Penuh,ID-JA,Jambi
BTA,Kabupaten Ogan Komering Ulu,ID-SS,Sumatera Selatan
KAG,Kabupaten Ogan Komering Ilir,ID-SS,Sumatera Selatan
MRE,Kabupaten Muara Enim,ID-SS,Sumatera Selatan
LHT,Kabupaten Lahat,ID-SS,Sumatera Selatan
MBL,Kabupaten Musi Rawas,ID-SS,Sumatera Selatan
SKY,Kabupaten Musi Banyuasin,ID-SS,Sumatera Selatan
PKB,Kabupaten Banyuasin,ID-SS,Sumatera Selatan
MPR,Kabupaten Oku Timur,ID-SS,Sumatera Selatan
MRD,Kabupaten Oku Selatan,ID-SS,Sumatera Selatan
IDL,Kabupaten Ogan Ilir,ID-SS,Sumatera Selatan
TBG,Kabupaten Empat Lawang,ID-SS,Sumatera Selatan
PLG,Kota Palembang,ID-SS,Sumatera Selatan
PGA,Kota Pagar Alam,ID-SS,Sumatera Selatan
LLG,Kota Lubuk Linggau,ID-SS,Sumatera Selatan
PBM,Kota Prabumulih,ID-SS,Sumatera Selatan
MNA,Kabupaten Bengkulu Selatan,ID-BE,Bengkulu
CRP,Kabupaten Rejang Lebong,ID-BE,Bengkulu
AGM,Kabupaten Bengkulu Utara,ID-BE,Bengkulu
